Class,Make,Model,Expire_Date,Rental_Rate,Rw_Delay,Overtime,Class_Desc,Make_Desc,Model_Desc
FKLFT,FLT,'300-400,3/31/2026,140.03,0.21,0.8,Fork Lift Trucks,Fork Lift Trucks,'13608  (30000)       18144 (40000)
FKLFT,FLT,'400-500,3/31/2026,167.53,0.21,0.8,Fork Lift Trucks,Fork Lift Trucks,'18144  (40000)       22680 (50000)
FKLFT,FLT,'500-750,3/31/2026,228.22,0.21,0.8,Fork Lift Trucks,Fork Lift Trucks,'22680  (50000)       34020 (75000)
GRADR,BMOR,'2173,3/31/2026,34.82,0.11,0.9,Graders,Blade-Mor,'727
GRADR,BMOR,'2178,3/31/2026,49.67,0.11,0.9,Graders,Blade-Mor,'747
GRADR,CAT,'2685,3/31/2026,90.52,0.11,0.9,Graders,Caterpillar,'120G 87V serial
GRADR,CAT,'2695,3/31/2026,99.88,0.11,0.9,Graders,Caterpillar,'130G 74V serial
GRADR,CAT,'2710,3/31/2026,66.81,0.11,0.9,Graders,Caterpillar,'12E 99E serial
GRADR,CAT,'2768,3/31/2026,101.24,0.11,0.9,Graders,Caterpillar,'12F 73G serial
GRADR,CAT,'2826,3/31/2026,76.84,0.11,0.9,Graders,Caterpillar,'12F 13K serial
GRADR,CAT,'2884,3/31/2026,77.36,0.11,0.9,Graders,Caterpillar,'12F 89H serial
GRADR,CAT,'2890,3/31/2026,101.8,0.11,0.9,Graders,Caterpillar,'12G 61M serial
GRADR,CAT,'2895,3/31/2026,115.65,0.11,0.9,Graders,Caterpillar,'12H
GRADR,CAT,'3174,3/31/2026,103.55,0.11,0.9,Graders,Caterpillar,'14E 72G serial
GRADR,CAT,'3180,3/31/2026,151.56,0.11,0.9,Graders,Caterpillar,'14G
GRADR,CAT,'3185,3/31/2026,166.45,0.11,0.9,Graders,Caterpillar,'14H
GRADR,CAT,'3250,3/31/2026,104.66,0.11,0.9,Graders,Caterpillar,'140 14U serial
GRADR,CAT,'3260,3/31/2026,110.57,0.11,0.9,Graders,Caterpillar,'140G 72V serial
GRADR,CAT,'3265,3/31/2026,116.99,0.11,0.9,Graders,Caterpillar,'140H
GRADR,CAT,'3266,3/31/2026,179.99,0.11,0.9,Graders,Caterpillar,'140M
GRADR,CAT,'3267,3/31/2026,130.47,0.11,0.9,Graders,Caterpillar,'143H
GRADR,CAT,'3290,3/31/2026,134.82,0.11,0.9,Graders,Caterpillar,'16 49G serial
GRADR,CAT,'3348,3/31/2026,197.27,0.11,0.9,Graders,Caterpillar,'16 49G800 serial
GRADR,CAT,'3360,3/31/2026,210.49,0.11,0.9,Graders,Caterpillar,'16 G93U serial
GRADR,CAT,'3380,3/31/2026,221.03,0.11,0.9,Graders,Caterpillar,'16H
GRADR,CAT,'3385,3/31/2026,137.99,0.11,0.9,Graders,Caterpillar,'160H
GRADR,CAT,'3390,3/31/2026,144.09,0.11,0.9,Graders,Caterpillar,'163H
GRADR,DEER,'3890,3/31/2026,59.9,0.11,0.9,Graders,John Deere,'JD-570A
GRADR,DEER,'3892,3/31/2026,68.64,0.11,0.9,Graders,John Deere,'JD-570B
GRADR,DEER,'3900,3/31/2026,79.39,0.11,0.9,Graders,John Deere,'JD-670
GRADR,DEER,'3905,3/31/2026,85.99,0.11,0.9,Graders,John Deere,'JD-670A
GRADR,DEER,'3907,3/31/2026,109.24,0.11,0.9,Graders,John Deere,'JD-670CH
GRADR,DEER,'3910,3/31/2026,90.23,0.11,0.9,Graders,John Deere,'JD-770
GRADR,DEER,'3915,3/31/2026,104.58,0.11,0.9,Graders,John Deere,"'JD-770A, 770A-H"
GRADR,DEER,'3916,3/31/2026,112.56,0.11,0.9,Graders,John Deere,'JD-770B
GRADR,DEER,'3930,3/31/2026,132.83,0.11,0.9,Graders,John Deere,'JD-772CH
GRADR,GALN,'4940,3/31/2026,84.5,0.11,0.9,Graders,Galion,'A-400E
GRADR,GALN,'4980,3/31/2026,81.67,0.11,0.9,Graders,Galion,'T-400A
GRADR,GALN,'5150,3/31/2026,94.69,0.11,0.9,Graders,Galion,'T-500C
GRADR,GALN,'5204,3/31/2026,95.14,0.11,0.9,Graders,Galion,'T-500L
GRADR,GALN,'5210,3/31/2026,97.35,0.11,0.9,Graders,Galion,'T-500M
GRADR,KOMA,'8980,3/31/2026,88.25,0.11,0.9,Graders,Komatsu,'GD 505A-2
GRADR,KOMA,'8986,3/31/2026,90.5,0.11,0.9,Graders,Komatsu,'GD 515A-1
GRADR,KOMA,'9000,3/31/2026,97.58,0.11,0.9,Graders,Komatsu,'GD 605A-2
GRADR,KOMA,'9005,3/31/2026,104.39,0.11,0.9,Graders,Komatsu,'GD 615A-1
GRADR,KOMA,'9007,3/31/2026,131.97,0.11,0.9,Graders,Komatsu,'GD 625A-1C
GRADR,KOMA,'9010,3/31/2026,108.85,0.11,0.9,Graders,Komatsu,'GD 655A-2
HAMMR,ABI,'0100,3/31/2026,47.07,0.21,0.81,"Hammers, Demolition & Pile",Abi,'HVR-60
HAMMR,APE,'0010,3/31/2026,199.74,0.21,0.81,"Hammers, Demolition & Pile",American Pile Driving Equipment,'150
HAMMR,APE,'0050,3/31/2026,279.87,0.21,0.81,"Hammers, Demolition & Pile",American Pile Driving Equipment,'180
HAMMR,APE,'0060,3/31/2026,309.07,0.21,0.81,"Hammers, Demolition & Pile",American Pile Driving Equipment,'200/500
HAMMR,APE,'0075,3/31/2026,347.36,0.21,0.81,"Hammers, Demolition & Pile",American Pile Driving Equipment,'300 VIBRO
HAMMR,APE,'0085,3/31/2026,556.19,0.21,0.81,"Hammers, Demolition & Pile",American Pile Driving Equipment,'400B VIBRO
HAMMR,AS&T,'0300,3/31/2026,67.89,0.21,0.81,"Hammers, Demolition & Pile",Allied Steel & Tractor,'800
HAMMR,AS&T,'0310,3/31/2026,7.85,0.21,0.81,"Hammers, Demolition & Pile",Allied Steel & Tractor,'HYRAM 720
HAMMR,AS&T,'0320,3/31/2026,15.72,0.21,0.81,"Hammers, Demolition & Pile",Allied Steel & Tractor,'HYRAM 725
HAMMR,AS&T,'0330,3/31/2026,18.4,0.21,0.81,"Hammers, Demolition & Pile",Allied Steel & Tractor,'HYRAM 730
HAMMR,AS&T,'0340,3/31/2026,26.41,0.21,0.81,"Hammers, Demolition & Pile",Allied Steel & Tractor,'HYRAM 740
HAMMR,AS&T,'0350,3/31/2026,28.8,0.21,0.81,"Hammers, Demolition & Pile",Allied Steel & Tractor,'HYRAM 750
HAMMR,AS&T,'0360,3/31/2026,11.47,0.21,0.81,"Hammers, Demolition & Pile",Allied Steel & Tractor,'HYRAM 77
HAMMR,AS&T,'0370,3/31/2026,27.59,0.21,0.81,"Hammers, Demolition & Pile",Allied Steel & Tractor,'HYRAM 770
HAMMR,AS&T,'0380,3/31/2026,46.39,0.21,0.81,"Hammers, Demolition & Pile",Allied Steel & Tractor,'HYRAM 780
HAMMR,AS&T,'0390,3/31/2026,58.62,0.21,0.81,"Hammers, Demolition & Pile",Allied Steel & Tractor,'HYRAM 790
HAMMR,AS&T,'0400,3/31/2026,18.67,0.21,0.81,"Hammers, Demolition & Pile",Allied Steel & Tractor,'HYRAM 88
HAMMR,DELM,'0500,3/31/2026,27.94,0.21,0.81,"Hammers, Demolition & Pile",Delmag,'D-12
HAMMR,DELM,'0510,3/31/2026,42.91,0.21,0.81,"Hammers, Demolition & Pile",Delmag,'D-16
HAMMR,DELM,'0520,3/31/2026,68.23,0.21,0.81,"Hammers, Demolition & Pile",Delmag,'D-22
HAMMR,DELM,'0530,3/31/2026,50.68,0.21,0.81,"Hammers, Demolition & Pile",Delmag,'D-30
HAMMR,DELM,'0540,3/31/2026,72.54,0.21,0.81,"Hammers, Demolition & Pile",Delmag,'D-30-32
HAMMR,DELM,'0560,3/31/2026,93.99,0.21,0.81,"Hammers, Demolition & Pile",Delmag,'D-36-32
HAMMR,DELM,'0570,3/31/2026,112.16,0.21,0.81,"Hammers, Demolition & Pile",Delmag,'D46-32
HAMMR,DELM,'0580,3/31/2026,181.45,0.21,0.81,"Hammers, Demolition & Pile",Delmag,'D62-22
HAMMR,DELM,'0590,3/31/2026,289.31,0.21,0.81,"Hammers, Demolition & Pile",Delmag,'D100-13
HAMMR,FOST,'0600,3/31/2026,173.39,0.21,0.81,"Hammers, Demolition & Pile",Foster,'1700
HAMMR,FOST,'0630,3/31/2026,242.8,0.21,0.81,"Hammers, Demolition & Pile",Foster,'4030
HAMMR,FOST,'0660,3/31/2026,140.37,0.21,0.81,"Hammers, Demolition & Pile",Foster,'FNV-1800
HAMMR,FOST,'0693,3/31/2026,310.47,0.21,0.81,"Hammers, Demolition & Pile",Foster,'FNV-4150
HAMMR,HPSI,'0420,3/31/2026,120.64,0.21,0.81,"Hammers, Demolition & Pile",Hydraulic Power Sys,'150
HAMMR,HPSI,'0430,3/31/2026,191.23,0.21,0.81,"Hammers, Demolition & Pile",Hydraulic Power Sys,'260
HAMMR,HPSI,'0440,3/31/2026,229.39,0.21,0.81,"Hammers, Demolition & Pile",Hydraulic Power Sys,'300
HAMMR,ICE,'0450,3/31/2026,289.47,0.21,0.81,"Hammers, Demolition & Pile",I.C.E.,'44-50
HAMMR,ICE,'0460,3/31/2026,103.45,0.21,0.81,"Hammers, Demolition & Pile",I.C.E.,'216
HAMMR,ICE,'0470,3/31/2026,172.76,0.21,0.81,"Hammers, Demolition & Pile",I.C.E.,'416L
HAMMR,ICE,'0480,3/31/2026,274.2,0.21,0.81,"Hammers, Demolition & Pile",I.C.E.,'812
HAMMR,KENT,'0700,3/31/2026,25,0.21,0.81,"Hammers, Demolition & Pile",Kent,'KHB10G
HAMMR,KENT,'0710,3/31/2026,37.27,0.21,0.81,"Hammers, Demolition & Pile",Kent,'KHB 15G
HAMMR,KENT,'0750,3/31/2026,37.3,0.21,0.81,"Hammers, Demolition & Pile",Kent,'KHB 30G
HAMMR,KENT,'0760,3/31/2026,65.1,0.21,0.81,"Hammers, Demolition & Pile",Kent,'KHB 40G
HAMMR,NPK,'0795,3/31/2026,21.06,0.21,0.81,"Hammers, Demolition & Pile",Npk,'4XE
HAMMR,NPK,'0800,3/31/2026,16.41,0.21,0.81,"Hammers, Demolition & Pile",Npk,'6XA
HAMMR,NPK,'0810,3/31/2026,45.62,0.21,0.81,"Hammers, Demolition & Pile",Npk,'H-10XB
HAMMR,NPK,'0815,3/31/2026,44.58,0.21,0.81,"Hammers, Demolition & Pile",Npk,'H-12X
HAMMR,NPK,'0820,3/31/2026,39.39,0.21,0.81,"Hammers, Demolition & Pile",Npk,'H-16X
HAMMR,NPK,'0840,3/31/2026,41.67,0.21,0.81,"Hammers, Demolition & Pile",Npk,'H-20X
HAMMR,NPK,'0860,3/31/2026,14.38,0.21,0.81,"Hammers, Demolition & Pile",Npk,"'H4X,HXA"
HAMMR,NPK,'0880,3/31/2026,16.97,0.21,0.81,"Hammers, Demolition & Pile",Npk,'H7X
HAMMR,OKAD,'0900,3/31/2026,9.84,0.21,0.81,"Hammers, Demolition & Pile",Okada,'UB-5
HAMMR,OKAD,'0950,3/31/2026,19.83,0.21,0.81,"Hammers, Demolition & Pile",Okada,'UB-8
HAMMR,RAMR,'1000,3/31/2026,37.98,0.21,0.81,"Hammers, Demolition & Pile",Rammer,'S-84
HAMMR,RAMR,'1050,3/31/2026,41.42,0.21,0.81,"Hammers, Demolition & Pile",Rammer,'S-86
HAMMR,STAN,'1100,3/31/2026,8.39,0.21,0.81,"Hammers, Demolition & Pile",Stanley,'MB250
HAMMR,STAN,'1120,3/31/2026,29.38,0.21,0.81,"Hammers, Demolition & Pile",Stanley,'MB2900
HAMMR,STAN,'1140,3/31/2026,51.85,0.21,0.81,"Hammers, Demolition & Pile",Stanley,'MB4900
HAMMR,STAN,'1160,3/31/2026,13.15,0.21,0.81,"Hammers, Demolition & Pile",Stanley,'MB550
HAMMR,STAN,'1180,3/31/2026,19.25,0.21,0.81,"Hammers, Demolition & Pile",Stanley,'MB800
HAMMR,TELD,'1190,3/31/2026,42.93,0.21,0.81,"Hammers, Demolition & Pile",Teledyne,'950X
HAMMR,TELD,'1195,3/31/2026,47.53,0.21,0.81,"Hammers, Demolition & Pile",Teledyne,'TB1025
HAMMR,TELD,'1200,3/31/2026,42.91,0.21,0.81,"Hammers, Demolition & Pile",Teledyne,'TB1425X
HAMMR,TELD,'1220,3/31/2026,80.06,0.21,0.81,"Hammers, Demolition & Pile",Teledyne,'TB2225X
HAMMR,TELD,'1240,3/31/2026,18.38,0.21,0.81,"Hammers, Demolition & Pile",Teledyne,'TB425
HAMMR,TELD,'1260,3/31/2026,31.16,0.21,0.81,"Hammers, Demolition & Pile",Teledyne,'TB825X
HAMMR,TRMC,'1300,3/31/2026,47.29,0.21,0.81,"Hammers, Demolition & Pile",Tramac,'BRH1100
HAMMR,TRMC,'1310,3/31/2026,15.03,0.21,0.81,"Hammers, Demolition & Pile",Tramac,'BRH125
HAMMR,TRMC,'1320,3/31/2026,15.8,0.21,0.81,"Hammers, Demolition & Pile",Tramac,'BRH250
HAMMR,TRMC,'1330,3/31/2026,15.19,0.21,0.81,"Hammers, Demolition & Pile",Tramac,'BRH400
HAMMR,TRMC,'1340,3/31/2026,31.97,0.21,0.81,"Hammers, Demolition & Pile",Tramac,'BRH620
HAMMR,TRMC,'1350,3/31/2026,26.26,0.21,0.81,"Hammers, Demolition & Pile",Tramac,'BRH750
HAMMR,TRMC,'1360,3/31/2026,27.52,0.21,0.81,"Hammers, Demolition & Pile",Tramac,'BRV950
HAMMR,TUNK,'1400,3/31/2026,204.89,0.21,0.81,"Hammers, Demolition & Pile",Tunker,'40.01
HAMMR,TUNK,'1450,3/31/2026,204.89,0.21,0.81,"Hammers, Demolition & Pile",Tunker,'40.05
HAMMR,TUNK,'1460,3/31/2026,188.21,0.21,0.81,"Hammers, Demolition & Pile",Tunker,'60.05
HAMMR,VULC,'1500,3/31/2026,31.3,0.21,0.81,"Hammers, Demolition & Pile",Vulcan,'1
HAMMR,VULC,'1520,3/31/2026,46.32,0.21,0.81,"Hammers, Demolition & Pile",Vulcan,'010
HAMMR,VULC,'1540,3/31/2026,49.92,0.21,0.81,"Hammers, Demolition & Pile",Vulcan,'100C
HAMMR,VULC,'1560,3/31/2026,185.84,0.21,0.81,"Hammers, Demolition & Pile",Vulcan,'2300
HAMMR,VULC,'1580,3/31/2026,38.68,0.21,0.81,"Hammers, Demolition & Pile",Vulcan,'80C
HCECL,BANT,'0680,3/31/2026,108.72,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Bantam,'C 266
HCECL,BANT,'0690,3/31/2026,125.34,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Bantam,'C 366
HCECL,BANT,'1075,3/31/2026,80.58,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Bantam,'C 744
HCECL,CASE,'0100B,3/31/2026,118.13,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'9030B
HCECL,CASE,'0110,3/31/2026,122.94,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'9040
HCECL,CASE,'0120B,3/31/2026,250.59,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'9060B
HCECL,CASE,'1600,3/31/2026,99.89,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'40E E-Boom
HCECL,CASE,'1601,3/31/2026,100.3,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'40E Y-Boom
HCECL,CASE,'1602,3/31/2026,126.59,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'50E
HCECL,CASE,'1602H,3/31/2026,100.15,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'125B
HCECL,CASE,'1602N,3/31/2026,141.34,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'170C
HCECL,CASE,'1602R,3/31/2026,178.63,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'220B
HCECL,CASE,'1609,3/31/2026,71.51,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'880B Y-Boom
HCECL,CASE,'1615,3/31/2026,110.58,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'980B
HCECL,CASE,'1615E,3/31/2026,97.99,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'1080
HCECL,CASE,'1615J,3/31/2026,99.68,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'1080B
HCECL,CASE,'1616,3/31/2026,132.84,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'1280
HCECL,CASE,'1616E,3/31/2026,126.2,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Case,'1280B
HCECL,CAT,'0100,3/31/2026,38.52,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'303.5E CR
HCECL,CAT,'0200,3/31/2026,40.17,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'304 CR
HCECL,CAT,'0250,3/31/2026,54.54,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'305C CR
HCECL,CAT,'0270,3/31/2026,59.64,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'308E2 CR SB
HCECL,CAT,'0271,3/31/2026,52.21,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'308DCR
HCECL,CAT,'0300,3/31/2026,63.52,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'312
HCECL,CAT,'0300C,3/31/2026,75.72,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'312C
HCECL,CAT,'0300CL,3/31/2026,75.91,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'312CL
HCECL,CAT,'0302CLR,3/31/2026,76.92,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'314CL CR
HCECL,CAT,'0305,3/31/2026,76.56,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'315L
HCECL,CAT,'0310,3/31/2026,100.5,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'320
HCECL,CAT,'0312,3/31/2026,104.96,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'320BL
HCECL,CAT,'0312C,3/31/2026,117.92,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'320C
HCECL,CAT,'0312CL,3/31/2026,131.08,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'320CL
HCECL,CAT,'0315,3/31/2026,102.01,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'320L
HCECL,CAT,'0320R,3/31/2026,140.71,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'321C LCR
HCECL,CAT,'0321R,3/31/2026,140.01,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'321D LCR
HCECL,CAT,'0325,3/31/2026,124.59,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'322L
HCECL,CAT,'0326,3/31/2026,135.78,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'323F L
HCECL,CAT,'0330,3/31/2026,132.47,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'325
HCECL,CAT,'0335,3/31/2026,152.57,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'325BL
HCECL,CAT,'0340,3/31/2026,137.38,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'325L
HCECL,CAT,'0343DR,3/31/2026,176.08,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'328D LCR
HCECL,CAT,'0345,3/31/2026,187.69,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'330BL
HCECL,CAT,'0345CL,3/31/2026,204.37,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'330CL
HCECL,CAT,'0345DL,3/31/2026,239.96,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'330D L
HCECL,CAT,'0350,3/31/2026,174.71,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'330L
HCECL,CAT,'0350E,3/31/2026,202.99,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'335F L CR
HCECL,CAT,'0351E,3/31/2026,242.85,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'336EL
HCECL,CAT,'0351F,3/31/2026,235.69,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'336F
HCECL,CAT,'0355,3/31/2026,242.11,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'345BL
HCECL,CAT,'0360,3/31/2026,254.37,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'350L
HCECL,CAT,'0365,3/31/2026,399.27,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'375L
HCECL,CAT,'1617,3/31/2026,42.85,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'205
HCECL,CAT,'1617E,3/31/2026,65.57,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'211
HCECL,CAT,'1617H,3/31/2026,71.96,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'213
HCECL,CAT,'1618,3/31/2026,71.33,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'215
HCECL,CAT,'1619E,3/31/2026,80.5,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'215B LC
HCECL,CAT,'1619F,3/31/2026,88.62,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'215C
HCECL,CAT,'1619G,3/31/2026,98.01,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'215D
HCECL,CAT,'1620,3/31/2026,102.51,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'225
HCECL,CAT,'1621,3/31/2026,103.05,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'225LC
HCECL,CAT,'1622,3/31/2026,128.77,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'225D LC
HCECL,CAT,'1623,3/31/2026,106.21,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'227
HCECL,CAT,'1625,3/31/2026,138.71,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'229
HCECL,CAT,'1630,3/31/2026,157.73,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'231D
HCECL,CAT,'1635,3/31/2026,159.37,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'231DLC
HCECL,CAT,'1640,3/31/2026,161.12,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'235
HCECL,CAT,'1642,3/31/2026,179.01,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'235B
HCECL,CAT,'1645,3/31/2026,171.27,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'235 Front Shovel
HCECL,CAT,'1647,3/31/2026,190.51,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'235B Front Shovel
HCECL,CAT,'1648,3/31/2026,204.55,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'235C
HCECL,CAT,'1649,3/31/2026,210.67,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'235DLC
HCECL,CAT,'1650,3/31/2026,270.99,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'245
HCECL,CAT,'1650B,3/31/2026,298.93,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'245B
HCECL,CAT,'1652,3/31/2026,283.21,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'245 Front Shovel
HCECL,CAT,'1652B,3/31/2026,314.94,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'245B Front Shovel
HCECL,CAT,'1653,3/31/2026,86.78,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'E 180
HCECL,CAT,'1654,3/31/2026,87.97,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'EL 180
HCECL,CAT,'1654E,3/31/2026,92.96,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'EL 200B
HCECL,CAT,'1655,3/31/2026,111.09,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'E 240
HCECL,CAT,'1656,3/31/2026,112.61,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'EL 240
HCECL,CAT,'1657,3/31/2026,139.59,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'E 300
HCECL,CAT,'1657B,3/31/2026,154.85,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'E 300B
HCECL,CAT,'1658,3/31/2026,141.57,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'EL 300
HCECL,CAT,'1658B,3/31/2026,156.98,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Caterpillar,'EL 300B
HCECL,DEER,'1575D,3/31/2026,134.78,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",John Deere,'225D LC
HCECL,DEER,'1600C,3/31/2026,193.65,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",John Deere,'330C LC
HCECL,DEER,'1645,3/31/2026,234.94,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",John Deere,'450LC
HCECL,DEER,'1660,3/31/2026,53.62,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",John Deere,'490
HCECL,DEER,'1660E,3/31/2026,66.81,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",John Deere,'490E
HCECL,DEER,'1685,3/31/2026,77.99,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",John Deere,'690A
HCECL,DEER,'1695,3/31/2026,92.18,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",John Deere,'690B
HCECL,DEER,'1697,3/31/2026,85.5,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",John Deere,'690C
HCECL,DEER,'1697D,3/31/2026,88.76,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",John Deere,'690D
HCECL,DEER,'1697ELC,3/31/2026,100.51,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",John Deere,'690E LC
HCECL,DEER,'1698,3/31/2026,107.37,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",John Deere,'790
HCECL,DEER,'1698D,3/31/2026,113.1,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",John Deere,'790D
